IO_ID,Address,OccupantName,StructureName,PropUseType,PropUseTypeDescription,InspectionType_Full,LatestInspDate,InspWithinLastYear,address_id,lon,lat
157926,8003 West Eight Mile,EIGHT MILE GRILL,Eight Mile Coney Island,100, Assembly - Other,ANNUAL Business Occupancy,5/26/2022 13:30,Yes,19283,-83.151865,42.445491
156826,16951 Telegraph,MOE'S SERVICE STATION #2/VALERO GAS,VALERO GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/26/2022 13:22,Yes,110348,-83.277885,42.414141
157925,8049 West Eight Mile,M & F Auto Clinic,M & F Auto Clinic,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/26/2022 12:45,Yes,350062,-83.151366,42.44555
156870,3151 East Jefferson,T-Mobile #8619,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/26/2022 12:45,Yes,348977,-83.017128,42.341091
156869,3161 East Jefferson,Globe Bible Book Store,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/26/2022 12:31,Yes,,,
156868,3163 East Jefferson,FIELDWORKS,,599, Business Office,ANNUAL Business Occupancy,5/26/2022 12:21,Yes,348978,-83.016823,42.340816
156867,3171 East Jefferson,Rivertown Pizza Papalis,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/26/2022 12:14,Yes,348979,-83.016914,42.341049
156866,3250 East Jefferson,BAYMONT INN & SUITES,BAYMONT INN & SUITES,449," Hotel/motel, Commercial",ANNUAL Residential,5/26/2022 12:06,Yes,240142,-83.014619,42.341192
157924,8113 West Eight Mile,PRECISION TUNE,Precision Tune,UUU, Undetermined,ANNUAL Repair Garage,5/26/2022 12:00,Yes,19294,-83.152782,42.445605
157906,12890 Westwood,KOLENE CORP,Kolene Corporation Plant 1,700," Manufacturing, Processing",ANNUAL 302 Site,5/26/2022 12:00,Yes,537224,-83.231267,42.383035
156865,2760 East Jefferson,Gordon Food Service,Gordon Food Services,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/26/2022 11:55,Yes,239769,-83.019526,42.338655
156820,8001 Kercheval,Faircloth,Parker Durand,529," Textile, Wearing Apparel Sales",ANNUAL Residential,5/26/2022 11:44,Yes,546438,-82.999372,42.358805
157923,8201 West Eight Mile,I Phone Repair,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/26/2022 11:30,Yes,350118,-83.153816,42.445493
153563,3921 Second,SELDEN STANDARD,SELDEN STANDARD,100, Assembly - Other,ANNUAL Assembly Occupancy,5/26/2022 11:00,Yes,230025,-83.064985,42.34778
157922,8221 Eight Mile,QUICKEST OIL & LUBE,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,5/26/2022 11:00,Yes,19285,-83.154024,42.445536
158310,2411 Vinewood,BOULEVARD & TRUMBULL TOWING,,599, Business Office,ANNUAL Business Occupancy,5/26/2022 9:56,Yes,,,
154224,6200 East Eight Mile,Truth Gentlemen's Club,Truth Gentlemen's Club,100, Assembly - Other,ANNUAL Assembly Occupancy,5/26/2022 9:34,Yes,536373,-83.040712,42.447351
158024,2425 Clark,Department of Human Services,,599, Business Office,ANNUAL Business Occupancy,5/26/2022 7:00,Yes,,,
158023,7700 Dix,FPR LAFAYETTE RECYCLING,FPR Lafayette Recycling,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL Business Occupancy,5/26/2022 6:55,Yes,53327,-83.128343,42.317745
153628,441 West Canfield,Motor City Brewing works Warehouse,Third Man Records,800, Storage - Other,ANNUAL Assembly Occupancy,5/26/2022 0:00,Yes,329189,-83.065518,42.350978
153625,4265 Woodward,HOPCAT BAR AND RESTAURANT,Hopcat Bar & Restaurant,162, Bar or Nightclub,ANNUAL Assembly Occupancy,5/25/2022 20:00,Yes,252213,-83.061616,42.352399
156769,2310 Park,"Colony Club, LLC",Colony Club,100, Assembly - Other,ANNUAL High Rise,5/25/2022 18:32,Yes,348675,-83.053934,42.338454
156753,21752 Grand River,Nappy Cut,Nappy Cut,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 17:40,Yes,101356,-83.257261,42.41665
156156,1464 Gratiot,Trinosophes,,500," Mercantile, Business - Other",ANNUAL Assembly Occupancy,5/25/2022 17:33,Yes,327779,-83.037635,42.344335
156751,21720 Grand River,Beauty Town Beauty Supply,Charter One,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 17:33,Yes,353202,-83.256789,42.416462
156749,21579 Grand River,LITTLE WILLIE'S HAIR SALON,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 17:27,Yes,101370,-83.255213,42.415266
156747,21601 Grand River,Audiolight,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 17:21,Yes,353189,-83.255318,42.415432
156745,21548 Grand River,M & R Barber Shop,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 16:59,Yes,99773,-83.254518,42.415595
156634,14000 West McNichols,Teresa's Place,Theresa's Place,100, Assembly - Other,ANNUAL Assembly Occupancy,5/25/2022 16:55,Yes,67918,-83.183744,42.416851
156743,21611 Grand River,MATY'S AFRICA RESTURANT,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 16:46,Yes,101369,-83.255507,42.41536
156784,17330 West McNichols,Children First Learning Center,,254," Day Care, In Commercial Property",ANNUAL Child Care Center (Day Care),5/25/2022 16:45,Yes,73365,-83.213968,42.415848
156471,8528 Woodward,OCEAN FISH MART LLC,Ocean Splash Fish & Chicken,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/25/2022 16:45,Yes,,,
156864,349 Monroe,OLD SHILLELAGH,Old Shillelagh,100, Assembly - Other,ANNUAL Assembly Occupancy,5/25/2022 16:34,Yes,11613,-83.043961,42.334545
155733,1145 Griswold,PRIME & PROPER,Capital Park Lofts,100, Assembly - Other,ANNUAL Assembly Occupancy,5/25/2022 16:32,Yes,4994,-83.049253,42.332295
148498,17301 West McNichols,PASTA BOWL,PASTA BOWL,161, Restaurant or Cafeteria,ANNUAL Business Occupancy,5/25/2022 16:30,Yes,146071,-83.213438,42.415436
156797,4 East Alexandrine,PharMorD Pharmacy,Bicentennial Tower,500," Mercantile, Business - Other",ANNUAL High Rise,5/25/2022 16:03,Yes,255615,-83.058716,42.350695
156763,8939 West Seven Mile,"KFC/FQSR, LLC dba KBP Foods",KFC,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/25/2022 16:00,Yes,15147,-83.160448,42.431097
154559,6749 Greenfield,Foul W Fattah,Greenfield Oaks,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 15:56,Yes,349717,-83.196297,42.340725
153488,9300 Woodward,Grace Harper Florist,Mall,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/25/2022 15:50,Yes,345363,-83.081993,42.384121
156780,17321 West McNichols,Anderson Auto,Anderson Auto,500," Mercantile, Business - Other",ANNUAL Repair Garage,5/25/2022 15:30,Yes,147093,-83.213734,42.415364
156741,21706 Grand River,G and R Bike Shop,,0, Property Use - Other,ANNUAL Business Occupancy,5/25/2022 15:28,Yes,353201,-83.256493,42.416191
156843,15601 West Warren,Warren Professional Auto Service,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/25/2022 15:19,Yes,347617,-83.197643,42.343313
156848,15707 West Warren,Xtreme Power Sports,H and W Auto sales,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 14:28,Yes,535549,-83.198831,42.343351
156778,17641 West McNichols,NORTHWEST ANIMAL HOSPITAL,,UUU, Undetermined,ANNUAL Business Occupancy,5/25/2022 14:00,Yes,146548,-83.216443,42.415377
154356,15744 West Warren,Moe Appliance,Moe Appliances,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 13:52,Yes,215825,-83.199589,42.343867
154357,15801 West Warren,MOE'S APPLIANCES,Moe Appliances,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 13:14,Yes,214024,-83.200029,42.343339
156777,17804 West McNichols,BP,CITGO STATION STOP N SHOP PETRO MART,571," Service Station, Gas Station",ANNUAL Gas Station,5/25/2022 13:00,Yes,79950,-83.217975,42.415929
156739,21530 Grand River,T Shirts Galore and More,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/25/2022 12:35,Yes,101372,-83.254296,42.415533
156796,1600 Porter,Southwest Solutions - Housing Resource Center,,599, Business Office,ANNUAL Business Occupancy,5/25/2022 11:51,Yes,246846,-83.066112,42.32747
156737,7023 West Vernor,Las Pal Mas,Las Pal Mas,100, Assembly - Other,ANNUAL Assembly Occupancy,5/25/2022 11:49,Yes,536461,-83.119092,42.314484
156795,1700 Waterman,SOUTHWEST COUNSELING SOLUTIONS,,341," Clinic, Clinic-type Infirmary",ANNUAL Business Occupancy,5/25/2022 11:47,Yes,83396,-83.113334,42.312358
157899,12601 Southfield,Quality Team 1,Gateway,700," Manufacturing, Processing",ANNUAL Industrial Occupancy,5/25/2022 11:00,Yes,113713,-83.218341,42.38166
156761,9848 Livernois,"KFC/FQSR, LLC dba KBP Foods",KFC,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/25/2022 10:45,Yes,72317,-83.138476,42.369352
156787,17600 West McNichols,MR. B'S SOUL FOOD,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/24/2022 17:00,Yes,79958,-83.215773,42.415854
147402,19839 Joy,"TIGER GAS MART, INC. - EXXON GAS",Exxon Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/24/2022 16:57,Yes,215481,-83.235531,42.35724
128817,20541 Plymouth,ALQADHI PETROLEUM,CITGO GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/24/2022 16:56,Yes,172073,-83.241992,42.371502
156786,17530 West McNichols,Child Star Development Center II,Child Star Development Center II,254," Day Care, In Commercial Property",ANNUAL Child Care Center (Day Care),5/24/2022 16:15,Yes,67891,-83.21528,42.415873
157904,13600 Evergreen,Precision Hone & Tool Inc,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/24/2022 16:00,Yes,115574,-83.236177,42.385579
156722,7949 Livernois,Rays Complete Auto Care,Rays Complete Auto Care,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/24/2022 15:36,Yes,215950,-83.136027,42.351817
157964,14104 Greenfield,Main Event Grand Ballroom,Main Event Grand Ballroom,100, Assembly - Other,ANNUAL Assembly Occupancy,5/24/2022 14:47,Yes,537616,-83.197115,42.389566
156719,8001 Livernois,"ONASIS, #92",ONASIS CONEY ISLAND #92,100, Assembly - Other,ANNUAL Business Occupancy,5/24/2022 14:30,Yes,216000,-83.136274,42.352263
161021,4710 Cass,Midtown Shangiri-La,Shangiri- La,100, Assembly - Other,ANNUAL Assembly Occupancy,5/24/2022 14:03,Yes,349323,-83.065347,42.354029
157902,19303 West Davison,Detroit Wrecker Sales,Detroit Wrecker Sales,700," Manufacturing, Processing",ANNUAL Business Occupancy,5/24/2022 14:00,Yes,114585,-83.231174,42.383685
156698,19840 West Warren,Warrendale BP,BP GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/24/2022 13:18,Yes,215414,-83.234989,42.343493
156697,18741 West Warren,DAILY MART INC. (Citgo Gas),CITGO GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/24/2022 12:22,Yes,214052,-83.223617,42.343037
134627,19706 Sherwood,PARTY  CENTER,PARTY CENTER,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/24/2022 12:05,Yes,266182,-83.033943,42.440215
156691,300 Renaissance Center,Renaissance Center Tower 300,Tower 300,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/24/2022 12:02,Yes,347873,-83.040718,42.329826
156873,5300 Lawton,"5300 LAWTON, INC - MICHIGAN DEPT. OF CORRECTIONS",,599, Business Office,ANNUAL Business Occupancy,5/24/2022 11:56,Yes,349444,-83.095879,42.350458
156718,6290 Tireman,HOUSE OF LIQUOR,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/24/2022 11:50,Yes,215947,-83.13527,42.352357
156700,12755 Grand River,JOSEPH MAMMO,Three Star Auto Repair And Collision,UUU, Undetermined,ANNUAL Repair Garage,5/24/2022 10:44,Yes,222223,-83.170074,42.380835
150274,6650 East Eight Mile,THE GREEN MILE DETROIT,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/24/2022 10:35,Yes,262641,-83.034949,42.447547
156800,8100 Lynch,Eastside Land Co.,,UUU, Undetermined,ANNUAL Business Occupancy,5/24/2022 9:50,Yes,229343,-83.020169,42.404912
156876,1957 West Lafayette,Christine's Pallets,Metro Cars,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,5/24/2022 9:13,Yes,,,
156656,7175 Clayton,Freedom TDS (Truck Driving School),Freedom TDS (Truck Driving School),599, Business Office,ANNUAL Business Occupancy,5/23/2022 17:16,Yes,540167,-83.128382,42.324383
156672,12820 Grand River,American Collision & Automotive,All American Collision,500," Mercantile, Business - Other",ANNUAL Repair Garage,5/23/2022 16:28,Yes,,,
156677,12170 Conant,Desh Pharmacy,12170 Mall,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/23/2022 16:12,Yes,276590,-83.056307,42.408512
144254,12300 Conant,BISHR POULTRY & FOOD CENTER,Bishr Poultry and Food Center,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/23/2022 14:55,Yes,273927,-83.05704,42.40947
142778,12208 Conant,THE HARDWARE PLACE,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/23/2022 13:36,Yes,276591,-83.056821,42.409008
156676,12200 conant,Qureshi Wholesale Inc.,Qureshi Wholesale Inc.,500," Mercantile, Business - Other",ANNUAL Storage Occupancy,5/23/2022 13:05,Yes,350900,-83.056808,42.408943
156660,12507 Livernois,Laverns Market,Laverns Market,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/23/2022 12:55,Yes,347563,-83.13961,42.380059
156658,12181 Livernois,LIVERNOIS GAS STOP INC / MARATHON GAS,MARATHON GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/23/2022 12:22,Yes,75967,-83.139552,42.378702
157892,19001 Glendale,Kamps Pallets,,700," Manufacturing, Processing",ANNUAL Business Occupancy,5/23/2022 12:00,Yes,113605,-83.227692,42.380762
144333,12164 conant,Maloncho Fashion,Mall,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/23/2022 12:00,Yes,546109,-83.056208,42.408361
157891,19000 Glendale,Utopia Gardens Processing,,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL Business Occupancy,5/23/2022 11:00,Yes,113859,-83.227325,42.382091
156673,12178 Conant,Hookah House Inc.,Hookah House,549, Specialty Shop,ANNUAL Mercantile Occupancy,5/23/2022 10:56,Yes,276488,-83.056535,42.408575
155866,15407 West Seven Mile,ENCORE LOUNGE & GRILL,,100, Assembly - Other,ANNUAL Assembly Occupancy,5/21/2022 22:33,Yes,68638,-83.198855,42.430191
156636,18600 Woodward,Savy Events,,100, Assembly - Other,ANNUAL Assembly Occupancy,5/21/2022 19:04,Yes,538618,-83.112067,42.428439
156713,58 Parsons,ST PATRICK SENIOR CENTER,St. Patrick's Senior Center,100, Assembly - Other,ANNUAL Business Occupancy,5/20/2022 16:52,Yes,231437,-83.059767,42.348459
156631,13611 West Eight Mile,Churches Chicken,Churches Chicken,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/20/2022 16:37,Yes,18513,-83.181254,42.44468
156594,12891 Artesian,JOHN PANE,JOHN PANE,700," Manufacturing, Processing",ANNUAL Industrial Occupancy,5/20/2022 16:00,Yes,115580,-83.227475,42.383107
156611,5414 West Vernor,COLOMBO'S CONEY ISLAND,Columbos Coney Island,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 15:39,Yes,217589,-83.101107,42.318323
156657,2974 West Davison,Smokerz Outlet,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 15:38,Yes,348920,-83.125717,42.3918
156646,14655 West Seven Mile,SEVEN MILE DRY CLEANING,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/20/2022 15:30,Yes,351595,-83.191116,42.430599
156593,12911 Artesian,BUMPERS AMERICA,BUMPERS AMERICA,700," Manufacturing, Processing",ANNUAL Industrial Occupancy,5/20/2022 15:00,Yes,114476,-83.227345,42.383491
156632,2970 West Davison,SUNRISE FRESH FISH & CHICKEN INC.,,161, Restaurant or Cafeteria,ANNUAL Business Occupancy,5/20/2022 14:55,Yes,348916,-83.126719,42.391749
156645,14500 West Seven Mile,Exotic Car Company,EXOTIC CAR COMPANY,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/20/2022 14:30,Yes,65906,-83.189351,42.431013
156592,19441 Schoolcraft,BILLY'S CONEY ISLAND,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/20/2022 14:00,Yes,115446,-83.232829,42.386134
154387,19638 Van Dyke,Motown Cafe & Grill,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 13:54,Yes,268181,-83.024038,42.43942
142115,17333 Harper,MR B'S AUTO WASH,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/20/2022 13:38,Yes,333657,-82.934088,42.418137
156644,10033 West Eight Mile,Fresh Fish House,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/20/2022 13:10,Yes,30562,-83.16226,42.445357
156591,19300 Schoolcraft,SCHOOLCRAFT MARKET,Schoolcraft Market,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 13:00,Yes,147844,-83.231051,42.38665
156609,2720 Grand River,D & H INVESTMENT (VIKING MOTEL),VIKING MOTEL,449," Hotel/motel, Commercial",ANNUAL Residential,5/20/2022 12:30,Yes,215466,-83.063994,42.338895
156590,18201 Schoolcraft,FAMILY DOLLAR #30350,FAMILY DOLLAR,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 12:00,Yes,115501,-83.219165,42.386415
156589,18605 Schoolcraft,PRIMARY COLORS EARLY CHILDHOOD CENTER,,254," Day Care, In Commercial Property",ANNUAL Child Care Center (Day Care),5/20/2022 11:00,Yes,115485,-83.223795,42.38628
156643,10227 West Eight Mile,MURRAY LIGHTING COMPANY,Murray Lighting And Electrical Supply Co.,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/20/2022 0:15,Yes,19268,-83.164061,42.445329
156715,400 East Jefferson,Tower 500 / Podium / 600,Renaissance Center,599, Business Office,ANNUAL Assembly Occupancy,5/19/2022 22:13,Yes,294889,-83.039937,42.330193
156557,22 JOHN R Street,THE BRAKEMAN,,162, Bar or Nightclub,ANNUAL Assembly Occupancy,5/19/2022 21:33,Yes,,,
156555,33 John R,THE MONARCH CLUB,METROPOLITAN BUILDING,100, Assembly - Other,ANNUAL Assembly Occupancy,5/19/2022 20:04,Yes,15082,-83.048851,42.335452
130869,3600 East Davison,ALMALIKI FUEL INC.,76 Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/19/2022 17:47,Yes,276603,-83.061775,42.415107
156283,15028 East Eight Mile,Boost Mobile,Boost Mobile,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 17:36,Yes,351699,-82.967339,42.449715
156664,400 Renaissance Center,PARADE COMPANY FIREWORKS,Renaissance Center,882," Parking Garage, General Vehicle",ANNUAL Assembly Occupancy,5/19/2022 16:23,Yes,347921,-83.040718,42.329823
156586,18514 Schoolcraft,Hawk's Barber  Shop,Hawk's Barber shop,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 15:30,Yes,124897,-83.222771,42.386808
154615,9160 Greenfield,One Stop Auto Repair,One Stop Auto Repair,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/19/2022 15:11,Yes,350368,-83.196833,42.361944
156538,10333 West EIGHT MILE Road,BJ'S DELI & CAFE LLC,BJ Deli & Cafe,161, Restaurant or Cafeteria,ANNUAL Business Occupancy,5/19/2022 15:00,Yes,465264,-83.165441,42.445291
156537,10625 West Eight Mile,FIRE SYSTEMS OF MICHIGAN,U.S. Ice,UUU, Undetermined,ANNUAL Industrial Occupancy,5/19/2022 14:15,Yes,350647,-83.168684,42.445182
152175,12104 Conant,Bengal Enterprise Inc.,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 14:10,Yes,537019,-83.055938,42.407705
156536,10715 West Eight Mile,VSOP LIQUOR,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 13:45,Yes,19234,-83.169583,42.445202
139679,19737 Mound,FAMILY DOLLAR #25413,FAMILY DOLLAR #5413,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/19/2022 13:07,Yes,299473,-83.044428,42.440031
156535,10801 West Eight Mile,AUTOMOTIVE RADIATOR EXCHANGE INC,Automotive Radiator repair,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/19/2022 13:00,Yes,350681,-83.170828,42.445083
156552,18712 West Warren,Hookah Cue,Hookah Cue,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 12:55,Yes,352617,-83.223591,42.343545
154874,19112 Van Dyke,"ALLADIN LIQUOR SHOPPE, INC./ALADDIN BEVERAGES",,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/19/2022 12:29,Yes,,,
156560,18141 West Warren,Paradise Fuel Inc.,Marathon Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/19/2022 12:02,Yes,214050,-83.216832,42.343025
156584,17741 Schoolcraft,ASHTON LIQUOR,Ashton Liquor Store,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/19/2022 12:00,Yes,254604,-83.218314,42.386347
156561,18142 West Warren,Crossroads Communities Inc.,Marathon Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/19/2022 11:02,Yes,215444,-83.21691,42.343717
156533,12801 West Eight Mile,Meyers Auto Sale,New Meyers Auto Sales,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/19/2022 11:00,Yes,19189,-83.172474,42.445058
156583,15400 Grand River,SWEET LIVING TOWERS,Town Center Market Place,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/19/2022 11:00,Yes,128950,-83.197788,42.392981
156532,12933 West Eight Mile,Pro- Wheels,Pro-Wheels,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/19/2022 10:00,Yes,30558,-83.174129,42.445088
123818,4626 Third,3rd Street Bar,3rd Street Bar,162, Bar or Nightclub,ANNUAL Assembly Occupancy,5/18/2022 23:00,Yes,349303,-83.069583,42.352187
156516,4620 Cass,CASS CAFE,,100, Assembly - Other,ANNUAL Assembly Occupancy,5/18/2022 19:45,Yes,330032,-83.064852,42.353501
156523,14010 East Eight Mile,Frank's Auto & Muffler,Frank's Auto & Muffler,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,5/18/2022 18:32,Yes,183592,-82.980331,42.449134
156512,118 West Lafayette,LAFAYETTE CONEY ISLAND,LAFAYETTE CONEY ISLAND,161, Restaurant or Cafeteria,ANNUAL Assembly Occupancy,5/18/2022 17:18,Yes,38960,-83.048842,42.331465
156565,11829 Harper,BOOGIE DOWN BIKE CLUB,BOOGIE DOWN BIKE CLUB,100, Assembly - Other,ANNUAL Assembly Occupancy,5/18/2022 16:38,Yes,247298,-82.985932,42.398639
154607,9970 Freeland,NOOR AUTO SALES,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,5/18/2022 15:20,Yes,540735,-83.183448,42.369443
155736,18300 Morang,Rayman Brothers Inc.,Citgo Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/18/2022 13:01,Yes,82735,-82.957382,42.429719
156500,17740 Woodward,Pink FlaminGo to Go,Pink Flamingo,161, Restaurant or Cafeteria,ANNUAL Business Occupancy,5/18/2022 12:30,Yes,323154,-83.107562,42.421867
156250,9350 Woodward,Burn Bar & Grill,Burn Bar & Grill,100, Assembly - Other,ANNUAL Assembly Occupancy,5/18/2022 9:34,Yes,350401,-83.081993,42.384113
155520,624 West Alexandrine,RCI ELECTRIC,,NNN, None,ANNUAL Residential,5/18/2022 7:02,Yes,252211,-83.065928,42.348785
156491,11942 CONANT Street,OASIS SMOKE SHOP,Smokers Outlet Inc.,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/17/2022 23:42,Yes,273706,-83.055274,42.406745
144083,11828 Conant,HAMTRAMCK HARDWARE,HAMTRAMCK HARDWARE,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL Mercantile Occupancy,5/17/2022 22:50,Yes,536968,-83.054656,42.405957
156472,17897 Mt Elliott,Two Way Inn,Two Way Inn Bar,162, Bar or Nightclub,ANNUAL Assembly Occupancy,5/17/2022 16:39,Yes,,,
144085,11920 Conant,Al Amin Super Market,Al Amin Super Market,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/17/2022 16:30,Yes,350843,-83.055045,42.406337
155522,4125 Second,Seasons,Seasons Market,500," Mercantile, Business - Other",ANNUAL Assembly Occupancy,5/17/2022 15:34,Yes,539654,-83.065704,42.349055
156381,20000 Joy,JOY & GREEN MART LLC / MOBILE GAS,MOBIL GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/17/2022 15:00,Yes,213885,-83.236478,42.357908
156485,17300 Harper,Jay's Beer & Wine,Jay's Beer & Wine,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,5/17/2022 14:43,Yes,333663,-82.933801,42.417716
156469,14011 West Eight Mile,Superior Cuts & Styles,,UUU, Undetermined,ANNUAL Business Occupancy,5/17/2022 14:00,Yes,351336,-83.18508,42.444889
144552,12026 Conant,"OMOR ENTERPRISE, LLC  DBA CONANT MOTORS",,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,5/17/2022 12:44,Yes,536999,-83.05548,42.407325
156467,16221 West Eight Mile,Murray Hill Motel,Murray Hill,449," Hotel/motel, Commercial",ANNUAL Residential,5/17/2022 12:30,Yes,73322,-83.208576,42.444232
155950,444 Michigan,PARTHENON CAFE,AT&T Building,UUU, Undetermined,ANNUAL 302 Site,5/17/2022 11:50,Yes,6394,-83.053592,42.332041
156498,445 State,AMERICAN TELEPHONE & TELEGRAPH,AT&T Bell Addition,500," Mercantile, Business - Other",ANNUAL High Rise,5/17/2022 11:44,Yes,5584,-83.054302,42.332371
155994,16000 West Seven Mile,Karmen Mini Mart BP GAS STATION,CITGO GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,5/17/2022 11:30,Yes,64783,-83.205712,42.430644
156459,13200 Fenkell,QT Rentall Hall,,100, Assembly - Other,ANNUAL Assembly Occupancy,5/17/2022 10:45,Yes,537333,-83.175026,42.402334
156458,8620 Lyndon,West Coast Meds,,341," Clinic, Clinic-type Infirmary",ANNUAL Business Occupancy,5/17/2022 10:00,Yes,350216,-83.155795,42.3955
156452,14537 Joy,EMO ENTERPRISES,Mobile gas,571," Service Station, Gas Station",ANNUAL Gas Station,5/16/2022 18:04,Yes,216125,-83.186737,42.358024
156450,16600 Plymouth,JR Party Store,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,5/16/2022 17:51,Yes,216402,-83.210014,42.372651
156440,15500 Plymouth,Marathon,Marathon Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,5/16/2022 15:09,Yes,216415,-83.198053,42.372897
